committee,term_office1,meeting_id,subject,topic,person,affiliation,entity,abbreviation,NGO,c_industry,c_employers,c_trade,c_company,c_research,c_gov,c_parliament,c_public,c_autonomy,c_lobbyst,c_state,c_parks,c_foreign,c_other
OSZ,V,19,"  - przyjęcie opinii dla Komisji Administracji i Spraw Wewnętrznych oraz Komisji Ustawodawczej w sprawie rządowego projektu ustawy o zmianie i uchyleniu niektórych upoważnień do wydawania aktów wykonawczych (druk nr 299) w zakresie działania Komisji (tj. art. 14 dot. Prawa łowieckiego, art. 42 dot. ustawy o doświadczeniach na zwierzętach i art. 43 dot. ustawy o rodzinnych ogrodach działkowych).  ",,,przedstawiciel Polskiego Związku Działkowców,Polski Związek Działkowców,PZD,,1,,,,,,,,,,,,,
OSZ,V,20,"  - poziom absorpcji środków UE w 2005 r. przeznaczonych na ochronę środowiska, za wykorzystanie których odpowiedzialny jest minister środowiska, 
  - sprawy różne.  ",,Agnieszka Bolesta,podsekretarz stanu w Ministerstwie Środowiska,Ministerstwo Środowiska,MŚ,,,,,,,1,,,,,,,,
OSZ,V,20,"  - poziom absorpcji środków UE w 2005 r. przeznaczonych na ochronę środowiska, za wykorzystanie których odpowiedzialny jest minister środowiska, 
  - sprawy różne.  ",,,przedstawiciel Ministerstwa Gospodarki ,Ministerstwo Gospodarki,MG,,,,,,,1,,,,,,,,
OSZ,V,20,"  - poziom absorpcji środków UE w 2005 r. przeznaczonych na ochronę środowiska, za wykorzystanie których odpowiedzialny jest minister środowiska, 
  - sprawy różne.  ",,,przedstawiciel Najwyższej Izby Kontroli,Najwyższa Izba Kontroli,NIK,,,,,,,,,1,,,,,,
OSZ,V,21,  - raport   Stan środowiska w Polsce na tle celów i priorytetów Unii Europejskiej. Raport wskaźnikowy 2004.  ,,Wojciech Stawiany,główny inspektor ochrony środowiska,Główny Inspektor Ochrony Środowiska,GIOŚ,,,,,,,,,1,,,,,,
OSZ,V,21,  - raport   Stan środowiska w Polsce na tle celów i priorytetów Unii Europejskiej. Raport wskaźnikowy 2004.  ,,,przedstawiciel Ministerstwa Finansów ,Ministerstwo Finansów,MF,,,,,,,1,,,,,,,,
OSZ,V,21,  - raport   Stan środowiska w Polsce na tle celów i priorytetów Unii Europejskiej. Raport wskaźnikowy 2004.  ,,,przedstawiciel Najwyższej Izby Kontroli,Najwyższa Izba Kontroli,NIK,,,,,,,,,1,,,,,,
OSZ,V,21,  - raport   Stan środowiska w Polsce na tle celów i priorytetów Unii Europejskiej. Raport wskaźnikowy 2004.  ,,,przedstawiciel Ligi Ochrony Przyrody,Liga Ochrony Przyrody,LOP,1,,,,,,,,,,,,,,
OSZ,V,21,  - raport   Stan środowiska w Polsce na tle celów i priorytetów Unii Europejskiej. Raport wskaźnikowy 2004.  ,,,przedstawiciel Polskiego Klubu Ekologicznego.,Polski Klub Ekologiczny,PKE,1,,,,,,,,,,,,,,
OSZ,V,22,"  - Informację o uzyskanie przez zakłady pozwoleń zintegrowanych, według stanu na dzień 31.12.2005 r.,  
  - sprawy bieżące.   ",,Wojciech Stawiany,główny inspektor ochrony środowiska,Główny Inspektor Ochrony Środowiska,GIOŚ,,,,,,,,,1,,,,,,
OSZ,V,22,"  - Informację o uzyskanie przez zakłady pozwoleń zintegrowanych, według stanu na dzień 31.12.2005 r.,  
  - sprawy bieżące.   ",, ,przedstawiciel Ministerstwa Środowiska ,Ministerstwo Środowiska,MŚ,,,,,,,1,,,,,,,,
OSZ,V,22,"  - Informację o uzyskanie przez zakłady pozwoleń zintegrowanych, według stanu na dzień 31.12.2005 r.,  
  - sprawy bieżące.   ",,,przedstawiciel Ministerstwa Finansów,Ministerstwo Finansów,MF,,,,,,,1,,,,,,,,
OSZ,V,22,"  - Informację o uzyskanie przez zakłady pozwoleń zintegrowanych, według stanu na dzień 31.12.2005 r.,  
  - sprawy bieżące.   ",,,przedstawiciel Ministerstwa Gospodarki ,Ministerstwo Gospodarki,MG,,,,,,,1,,,,,,,,
OSZ,V,22,"  - Informację o uzyskanie przez zakłady pozwoleń zintegrowanych, według stanu na dzień 31.12.2005 r.,  
  - sprawy bieżące.   ",,,przedstawiciel Najwyższej Izby Kontroli,Najwyższa Izba Kontroli,NIK,,,,,,,,,1,,,,,,
OSZ,V,22,"  - Informację o uzyskanie przez zakłady pozwoleń zintegrowanych, według stanu na dzień 31.12.2005 r.,  
  - sprawy bieżące.   ",,,przedstawiciel Polskiego Klubu Ekologicznego.,Polski Klub Ekologiczny,PKE,1,,,,,,,,,,,,,,
OSZ,V,23,  - pierwsze czytanie poselskiego projektu ustawy o zmianie ustawy   Prawo geologiczne i górnicze   (druk nr 508).  ,,Mariusz-Orion Jędrysik,podsekretarz stanu w Ministerstwie Środowiska,Ministerstwo Środowiska,MŚ,,,,,,,1,,,,,,,,
OSZ,V,23,  - pierwsze czytanie poselskiego projektu ustawy o zmianie ustawy   Prawo geologiczne i górnicze   (druk nr 508).  ,,, przedstawiciel niemieckiego wymiaru sprawiedliwości z Saksonii,,,,,,,,,,,,,,,,,1
OSZ,V,23,  - pierwsze czytanie poselskiego projektu ustawy o zmianie ustawy   Prawo geologiczne i górnicze   (druk nr 508).  ,,, przedstawiciel Najwyższej Izby Kontroli.,Najwyższa Izba Kontroli,NIK,,,,,,,,,1,,,,,,
OSZ,V,24,"I.Informacja z przebiegu wizytacji w dniu 17 maja br. w woj. podkarpackim.
 - II.Ochrona przyrody w Magurskim Parku Narodowym:
 - III.Ochrona przeciwpowodziowa w dolinie rzeki Wisłoki wraz z informacją o stanie przygotowań do realizacji budowy zbiornika wodnego Kąty - Myscowa na rzece Wisłoce: 

",, Andrzej Szweda-Lewandowski,podsekretarz stanu w Ministerstwie Środowiska,Ministerstwo Środowiska,MŚ,,,,,,,1,,,,,,,,
OSZ,V,24,"I.Informacja z przebiegu wizytacji w dniu 17 maja br. w woj. podkarpackim.
 - II.Ochrona przyrody w Magurskim Parku Narodowym:
 - III.Ochrona przeciwpowodziowa w dolinie rzeki Wisłoki wraz z informacją o stanie przygotowań do realizacji budowy zbiornika wodnego Kąty - Myscowa na rzece Wisłoce: 

",,Ewa Draus,wojewoda podkarpacki ,,,,,,,,,,,,1,,,,,
OSZ,V,24,"I.Informacja z przebiegu wizytacji w dniu 17 maja br. w woj. podkarpackim.
 - II.Ochrona przyrody w Magurskim Parku Narodowym:
 - III.Ochrona przeciwpowodziowa w dolinie rzeki Wisłoki wraz z informacją o stanie przygotowań do realizacji budowy zbiornika wodnego Kąty - Myscowa na rzece Wisłoce: 

",,Mariusz Gajda,doradca ministra środowiska,Ministerstwo Środowiska,MŚ,,,,,,,1,,,,,,,,
OSZ,V,24,"I.Informacja z przebiegu wizytacji w dniu 17 maja br. w woj. podkarpackim.
 - II.Ochrona przyrody w Magurskim Parku Narodowym:
 - III.Ochrona przeciwpowodziowa w dolinie rzeki Wisłoki wraz z informacją o stanie przygotowań do realizacji budowy zbiornika wodnego Kąty - Myscowa na rzece Wisłoce: 

",,Jan Komornicki,dyrektor Bieszczadzkiego Parku Narodowego,,,,,,,,,,,1,,,,1,,
OSZ,V,24,"I.Informacja z przebiegu wizytacji w dniu 17 maja br. w woj. podkarpackim.
 - II.Ochrona przyrody w Magurskim Parku Narodowym:
 - III.Ochrona przeciwpowodziowa w dolinie rzeki Wisłoki wraz z informacją o stanie przygotowań do realizacji budowy zbiornika wodnego Kąty - Myscowa na rzece Wisłoce: 

",,Jan Szafrański,dyrektor Magurskiego Parku Narodowego,,,,,,,,,,,1,,,,1,,
OSZ,V,24,"I.Informacja z przebiegu wizytacji w dniu 17 maja br. w woj. podkarpackim.
 - II.Ochrona przyrody w Magurskim Parku Narodowym:
 - III.Ochrona przeciwpowodziowa w dolinie rzeki Wisłoki wraz z informacją o stanie przygotowań do realizacji budowy zbiornika wodnego Kąty - Myscowa na rzece Wisłoce: 

",,Michał Sokołowski,dyrektor Pienińskiego Parku Narodowego,,,,,,,,,,,1,,,,1,,
OSZ,V,24,"I.Informacja z przebiegu wizytacji w dniu 17 maja br. w woj. podkarpackim.
 - II.Ochrona przyrody w Magurskim Parku Narodowym:
 - III.Ochrona przeciwpowodziowa w dolinie rzeki Wisłoki wraz z informacją o stanie przygotowań do realizacji budowy zbiornika wodnego Kąty - Myscowa na rzece Wisłoce: 

",,,przedstawiciele służb ochrony środowiska,,,,,,,,,,,1,,,,,,1
OSZ,V,24,"I.Informacja z przebiegu wizytacji w dniu 17 maja br. w woj. podkarpackim.
 - II.Ochrona przyrody w Magurskim Parku Narodowym:
 - III.Ochrona przeciwpowodziowa w dolinie rzeki Wisłoki wraz z informacją o stanie przygotowań do realizacji budowy zbiornika wodnego Kąty - Myscowa na rzece Wisłoce: 

",,,przedstawiciele powiatowych i lokalnych władz samorządowych,,,,,,,,,,,,1,,,,,
OSZ,V,25,"   - informacje przygotowane przez Ministerstwo Środowiska oraz Ministerstwo Gospodarki pt.   Możliwości wyeliminowania lub ograniczenia produkcji i stosowania substancji zawierających trwałe zanieczyszczenia organiczne w aspekcie przygotowania Polski do wdrożenia postanowień Konwencji Sztokholmskiej   , 
  - sprawy bieżące.     - informacje przygotowane przez Ministerstwo Środowiska oraz Ministerstwo Gospodarki pt.   Możliwości wyeliminowania lub ograniczenia produkcji i stosowania substancji zawierających trwałe zanieczyszczenia organiczne w aspekcie przygotowania Polski do wdrożenia postanowień Konwencji Sztokholmskiej   , 
  - sprawy bieżące.  ",,Mariusz-Orion Jędrysik ,podsekretarz stanu w Ministerstwie Środowiska ,Ministerstwo Środowiska,MŚ,,,,,,,1,,,,,,,,
OSZ,V,25,"   - informacje przygotowane przez Ministerstwo Środowiska oraz Ministerstwo Gospodarki pt.   Możliwości wyeliminowania lub ograniczenia produkcji i stosowania substancji zawierających trwałe zanieczyszczenia organiczne w aspekcie przygotowania Polski do wdrożenia postanowień Konwencji Sztokholmskiej   , 
  - sprawy bieżące.     - informacje przygotowane przez Ministerstwo Środowiska oraz Ministerstwo Gospodarki pt.   Możliwości wyeliminowania lub ograniczenia produkcji i stosowania substancji zawierających trwałe zanieczyszczenia organiczne w aspekcie przygotowania Polski do wdrożenia postanowień Konwencji Sztokholmskiej   , 
  - sprawy bieżące.  ",,Andrzejem Szweda-Lewandowski,podsekretarz stanu w Ministerstwie Środowiska,Ministerstwo Środowiska,MŚ,,,,,,,1,,,,,,,,
OSZ,V,25,"   - informacje przygotowane przez Ministerstwo Środowiska oraz Ministerstwo Gospodarki pt.   Możliwości wyeliminowania lub ograniczenia produkcji i stosowania substancji zawierających trwałe zanieczyszczenia organiczne w aspekcie przygotowania Polski do wdrożenia postanowień Konwencji Sztokholmskiej   , 
  - sprawy bieżące.     - informacje przygotowane przez Ministerstwo Środowiska oraz Ministerstwo Gospodarki pt.   Możliwości wyeliminowania lub ograniczenia produkcji i stosowania substancji zawierających trwałe zanieczyszczenia organiczne w aspekcie przygotowania Polski do wdrożenia postanowień Konwencji Sztokholmskiej   , 
  - sprawy bieżące.  ",,Tomasz Wilczak,podsekretarz stanu w Ministerstwie Gospodarki,Ministerstwo Gospodarki,MG,,,,,,,1,,,,,,,,
OSZ,V,25,"   - informacje przygotowane przez Ministerstwo Środowiska oraz Ministerstwo Gospodarki pt.   Możliwości wyeliminowania lub ograniczenia produkcji i stosowania substancji zawierających trwałe zanieczyszczenia organiczne w aspekcie przygotowania Polski do wdrożenia postanowień Konwencji Sztokholmskiej   , 
  - sprawy bieżące.     - informacje przygotowane przez Ministerstwo Środowiska oraz Ministerstwo Gospodarki pt.   Możliwości wyeliminowania lub ograniczenia produkcji i stosowania substancji zawierających trwałe zanieczyszczenia organiczne w aspekcie przygotowania Polski do wdrożenia postanowień Konwencji Sztokholmskiej   , 
  - sprawy bieżące.  ",,,przedstawiciel Ministerstwa Finansów ,Ministerstwo Finansów,MF,,,,,,,1,,,,,,,,
OSZ,V,25,"   - informacje przygotowane przez Ministerstwo Środowiska oraz Ministerstwo Gospodarki pt.   Możliwości wyeliminowania lub ograniczenia produkcji i stosowania substancji zawierających trwałe zanieczyszczenia organiczne w aspekcie przygotowania Polski do wdrożenia postanowień Konwencji Sztokholmskiej   , 
  - sprawy bieżące.     - informacje przygotowane przez Ministerstwo Środowiska oraz Ministerstwo Gospodarki pt.   Możliwości wyeliminowania lub ograniczenia produkcji i stosowania substancji zawierających trwałe zanieczyszczenia organiczne w aspekcie przygotowania Polski do wdrożenia postanowień Konwencji Sztokholmskiej   , 
  - sprawy bieżące.  ",,,przedstawiciel Najwyższej Izby Kontroli,Najwyższa Izba Kontroli,NIK,,,,,,,,,1,,,,,,
OSZ,V,25,"   - informacje przygotowane przez Ministerstwo Środowiska oraz Ministerstwo Gospodarki pt.   Możliwości wyeliminowania lub ograniczenia produkcji i stosowania substancji zawierających trwałe zanieczyszczenia organiczne w aspekcie przygotowania Polski do wdrożenia postanowień Konwencji Sztokholmskiej   , 
  - sprawy bieżące.     - informacje przygotowane przez Ministerstwo Środowiska oraz Ministerstwo Gospodarki pt.   Możliwości wyeliminowania lub ograniczenia produkcji i stosowania substancji zawierających trwałe zanieczyszczenia organiczne w aspekcie przygotowania Polski do wdrożenia postanowień Konwencji Sztokholmskiej   , 
  - sprawy bieżące.  ",,,przedstawiciel Polskiego Klubu Ekologicznego.,Polski Klub Ekologiczny,PKE,1,,,,,,,,,,,,,,
OSZ,V,26,"  - I. Rozpatrzenie sprawozdania z wykonania budżetu państwa za okres od 1 stycznia do 31 grudnia 2005 r. (druk nr 624) wraz z analizą NIK w zakresie:  
  - II. Sprawy bieżące.    - I. Rozpatrzenie sprawozdania z wykonania budżetu państwa za okres od 1 stycznia do 31 grudnia 2005 r. (druk nr 624) wraz z analizą NIK w zakresie:  
  - II. Sprawy bieżące.  ",,Agnieszka Bolesta,podsekretarz stanu w Ministerstwie Środowiska,Ministerstwo Środowiska,MŚ,,,,,,,1,,,,,,,,
OSZ,V,26,"  - I. Rozpatrzenie sprawozdania z wykonania budżetu państwa za okres od 1 stycznia do 31 grudnia 2005 r. (druk nr 624) wraz z analizą NIK w zakresie:  
  - II. Sprawy bieżące.    - I. Rozpatrzenie sprawozdania z wykonania budżetu państwa za okres od 1 stycznia do 31 grudnia 2005 r. (druk nr 624) wraz z analizą NIK w zakresie:  
  - II. Sprawy bieżące.  ",,,przedstawiciel Ministerstwa Finansów,Ministerstwo Finansów,MF,,,,,,,1,,,,,,,,
OSZ,V,26,"  - I. Rozpatrzenie sprawozdania z wykonania budżetu państwa za okres od 1 stycznia do 31 grudnia 2005 r. (druk nr 624) wraz z analizą NIK w zakresie:  
  - II. Sprawy bieżące.    - I. Rozpatrzenie sprawozdania z wykonania budżetu państwa za okres od 1 stycznia do 31 grudnia 2005 r. (druk nr 624) wraz z analizą NIK w zakresie:  
  - II. Sprawy bieżące.  ",,,przedstawiciel Ministerstwa Spraw Wewnętrznych i Administracji ,Ministerstwo Spraw Wewnętrznych i Administracji,MSWIA,,,,,,,1,,,,,,,,
OSZ,V,26,"  - I. Rozpatrzenie sprawozdania z wykonania budżetu państwa za okres od 1 stycznia do 31 grudnia 2005 r. (druk nr 624) wraz z analizą NIK w zakresie:  
  - II. Sprawy bieżące.    - I. Rozpatrzenie sprawozdania z wykonania budżetu państwa za okres od 1 stycznia do 31 grudnia 2005 r. (druk nr 624) wraz z analizą NIK w zakresie:  
  - II. Sprawy bieżące.  ",,Kazimierz Kujda,p.o. prezesa Narodowego Funduszu Ochrony Środowiska i Gospodarki Wodnej ,Narodowy Fundusz Ochrony Środowiska i Gospodarki Wodnej ,NFOŚiGW,,,,,,,,,1,,,,,,
OSZ,V,26,"  - I. Rozpatrzenie sprawozdania z wykonania budżetu państwa za okres od 1 stycznia do 31 grudnia 2005 r. (druk nr 624) wraz z analizą NIK w zakresie:  
  - II. Sprawy bieżące.    - I. Rozpatrzenie sprawozdania z wykonania budżetu państwa za okres od 1 stycznia do 31 grudnia 2005 r. (druk nr 624) wraz z analizą NIK w zakresie:  
  - II. Sprawy bieżące.  ",,Witold Łada, wiceprezes Państwowej Agencji Atomistyki ,Państwowa Agencja Atomistyki,PAA,,,,,,,,,1,,,,,,
OSZ,V,26,"  - I. Rozpatrzenie sprawozdania z wykonania budżetu państwa za okres od 1 stycznia do 31 grudnia 2005 r. (druk nr 624) wraz z analizą NIK w zakresie:  
  - II. Sprawy bieżące.    - I. Rozpatrzenie sprawozdania z wykonania budżetu państwa za okres od 1 stycznia do 31 grudnia 2005 r. (druk nr 624) wraz z analizą NIK w zakresie:  
  - II. Sprawy bieżące.  ",,,przedstawiciel Najwyższej Izby Kontroli.,Najwyższa Izba Kontroli,NIK,,,,,,,,,1,,,,,,
OSZ,V,27,"  - rozpatrzenie sprawozdania z działalności NIK za 2005 r. (druk nr 668) w zakresie właściwości Komisji, 
  - sprawy różne.     - rozpatrzenie sprawozdania z działalności NIK za 2005 r. (druk nr 668) w zakresie właściwości Komisji, 
  - sprawy różne.   ",,Andrzej Szweda-Lewandowski ,podsekretarz stanu w Ministerstwie Środowiska,Ministerstwo Środowiska,MŚ,,,,,,,1,,,,,,,,
OSZ,V,27,"  - rozpatrzenie sprawozdania z działalności NIK za 2005 r. (druk nr 668) w zakresie właściwości Komisji, 
  - sprawy różne.     - rozpatrzenie sprawozdania z działalności NIK za 2005 r. (druk nr 668) w zakresie właściwości Komisji, 
  - sprawy różne.   ",,,przedstawiciel Najwyższej Izby Kontroli.,Najwyższa Izba Kontroli,NIK,,,,,,,,,1,,,,,,
OSZ,V,28,"  - informacja z przebiegu wizytacji w dniu 27 czerwca br. w woj. Śląskim,  ",,Tomasz Pietrzykowski,wojewoda śląski,,,,,,,,,,,,1,,,,,
OSZ,V,28,"  - informacja z przebiegu wizytacji w dniu 27 czerwca br. w woj. Śląskim,  ",,Bogdan Tomaszek,wojewoda opolski ,,,,,,,,,,,,1,,,,,
OSZ,V,28,"  - informacja z przebiegu wizytacji w dniu 27 czerwca br. w woj. Śląskim,  ",,Jerzy Wziątek,starosta raciborski ,,,,,,,,,,,,1,,,,,
OSZ,V,28,"  - informacja z przebiegu wizytacji w dniu 27 czerwca br. w woj. Śląskim,  ",,Jan Osuchowski,prezydent Raciborza ,,,,,,,,,,,,1,,,,,
OSZ,V,28,"  - informacja z przebiegu wizytacji w dniu 27 czerwca br. w woj. Śląskim,  ",,,przedstawiciel gminnego samorządu terytorialnego ,,,,,,,,,,,,1,,,,,
OSZ,V,28,"  - informacja z przebiegu wizytacji w dniu 27 czerwca br. w woj. Śląskim,  ",,,przedstawiciel Regionalnego Zarządu Gospodarki Wodnej w Gliwicach. ,Regionalny Zarząd Gospodarki Wodnej w Gliwicach,RZGW,,,,,,,,,1,,,,,,
OSZ,V,29,  - informacja z przebiegu wizytacji w dniu 28 czerwca br. w Opawie (Czechy) oraz wizytacji w dniu 29 czerwca br. w Przedsiębiorstwie Komunalnym w Raciborzu;  ,,Jan Osuchowski,prezydent Raciborza ,,,,,,,,,,,,1,,,,,
OSZ,V,29,  - informacja z przebiegu wizytacji w dniu 28 czerwca br. w Opawie (Czechy) oraz wizytacji w dniu 29 czerwca br. w Przedsiębiorstwie Komunalnym w Raciborzu;  ,,,przedstawiciel Ministerstwa Środowiska ,Ministerstwo Środowiska,MŚ,,,,,,,1,,,,,,,,
OSZ,V,29,  - informacja z przebiegu wizytacji w dniu 28 czerwca br. w Opawie (Czechy) oraz wizytacji w dniu 29 czerwca br. w Przedsiębiorstwie Komunalnym w Raciborzu;  ,,,przedstawiciel Urzędu Marszałkowskiego Województwa Śląskiego,,,,,,,,,,,,1,,,,,
OSZ,V,29,  - informacja z przebiegu wizytacji w dniu 28 czerwca br. w Opawie (Czechy) oraz wizytacji w dniu 29 czerwca br. w Przedsiębiorstwie Komunalnym w Raciborzu;  ,,,przedstawiciel Śląskiego Urzędu Wojewódzkiego w Katowicach,,,,,,,,,,,,1,,,,,
OSZ,V,29,  - informacja z przebiegu wizytacji w dniu 28 czerwca br. w Opawie (Czechy) oraz wizytacji w dniu 29 czerwca br. w Przedsiębiorstwie Komunalnym w Raciborzu;  ,,,przedstawiciel Polskiej Izby Gospodarki Odpadami,Polska Izba Gospodarki Odpadami,PIGO,,1,,,,,,,,,,,,,
OSZ,V,29,  - informacja z przebiegu wizytacji w dniu 28 czerwca br. w Opawie (Czechy) oraz wizytacji w dniu 29 czerwca br. w Przedsiębiorstwie Komunalnym w Raciborzu;  ,,,przedstawiciel Śląskiego Związku Gmin i Powiatów,Śląski Związek Gmin i Powiatów,,1,,,,,,,,,1,,,,,
OSZ,V,29,  - informacja z przebiegu wizytacji w dniu 28 czerwca br. w Opawie (Czechy) oraz wizytacji w dniu 29 czerwca br. w Przedsiębiorstwie Komunalnym w Raciborzu;  ,,,przedstawiciel raciborskich przedsiębiorstw.,,,,,,,1,,,,,,,,,,
OSZ,V,30,  - pierwsze czytanie poselskiego projektu ustawy o zmianie ustawy - Prawo geologiczne i górnicze (druk nr 640).  ,,Mariusz Orion-Jędrysik,podsekretarz stanu w Ministerstwie Środowiska,Ministerstwo Środowiska,MŚ,,,,,,,1,,,,,,,,
OSZ,V,31,"I. Przyjęcie planu pracy na II półrocze 2006 r.
 - II. Przyjęcie dezyderatów po posiedzeniu wyjazdowym Komisji w Krempnej (woj. podkarpackie) i Raciborzu (woj. śląskie). 
",,Mariusz Gajda,prezes Krajowego Zarządu Gospodarki Wodnej ,Krajowa Rada Gospodarki Wodnej,KZGW,,,,,,,,,1,,,,,,
OSZ,V,31,"I. Przyjęcie planu pracy na II półrocze 2006 r.
 - II. Przyjęcie dezyderatów po posiedzeniu wyjazdowym Komisji w Krempnej (woj. podkarpackie) i Raciborzu (woj. śląskie). 
",,,,,,,,,,,,,,,,,,,,
OSZ,V,32,"realizacja VI Programu Działań Wspólnoty na rzecz środowiska - strategie tematyczne oraz wynikające z nich propozycje legislacyjne, 
  - sprawy bieżące.    ",,Agnieszka Bolesta,podsekretarz stanu w Ministerstwie Środowiska,Ministerstwo Środowiska,MŚ,,,,,,,1,,,,,,,,
OSZ,V,32,"realizacja VI Programu Działań Wspólnoty na rzecz środowiska - strategie tematyczne oraz wynikające z nich propozycje legislacyjne, 
  - sprawy bieżące.    ",,,przedstawiciel Ministerstwa Budownictwa ,Ministerstwo Budownictwa ,MB,,,,,,,1,,,,,,,,
