num,term_office,committee,term_office1,meeting_id,subject,topic,person,affiliation,entity,abbreviation,NGO,c_industry,c_employers,c_trade,c_company,c_research,c_gov,c_parliament,c_public,c_autonomy,c_lobbyst,c_state,c_parks,c_foreign,c_other
72,V,OSZ,V,33,  - wspó?prac? Pa?stwowego Gospodarstwa Le?nego - Lasy Pa?stwowe z jednostkami gospodarczymi na rzecz lasów.  ,,Andrzej Szweda-Lewandowski,podeskretarz stanu z Ministerstwa ?rodowiska,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
,,OSZ,V,33,,,Andrzej Matysiak,dyrektor generalny Pa?stwowego Gospodarstwa Le?nego - Lasy Pa?stwowe,Lasy Pa?stwowe,,,,,,,,,,,,,,,,1
73,V,OSZ,V,33,,,Jan Kubiak,prezes Stowarzyszenia Przedsi?biorców Le?nych,Stowarzyszenie Przedsi?biorców Le?nych,,1,,,,,,,,,,,,,,
74,V,OSZ,V,33,,,,przedstawiciel Najwy?szej Izby Kontroli.,Najwy?sza Izba Kontroli,NIK,,,,,,,,,1,,,,,,
75,V,OSZ,V,34,"  - rozpatrzenie 'Informacji o gospodarowaniu wodami w Polsce' (druk nr 787), ",,Henryk Kowalczyk,sekretarz stanu w Ministerstwie Rolnictwa i Rozwoju Wsi ,Ministerstwo Rolnictwa i Rozwoju Wsi,MRIRW,,,,,,,1,,,,,,,,
,,OSZ,V,34,  - rozpatrzenie odpowiedzi na dezyderat nr 2 i dezyderat nr 3. ,,El?bieta Janiszewska-Kuropatwa,podsekretarz stanu w Ministerstwie Budownictwa ,Ministerstwo Budownictwa ,MB,,,,,,,1,,,,,,,,
,,OSZ,V,34,,,,przedstawiciel Ministerstwa Rozwoju Regionalnego,Ministerstwo Rozwoju Regionalnego,MRR,,,,,,,1,,,,,,,,
76,V,OSZ,V,34,,,,przedstawiciel Ministerstwa Finansów,Ministerstwo Finansów,MF,,,,,,,1,,,,,,,,
,,OSZ,V,34,,,,przedstawiciel Ministerstwa Transportu,Ministerstwo Transportu,MT,,,,,,,1,,,,,,,,
,,OSZ,V,34,,,Mariusz Gajda,prezes Krajowego Zarz?du Gospodarki Wodnej ,Krajowa Rada Gospodarki Wodnej,KZGW,,,,,,,,,1,,,,,,
77,V,OSZ,V,34,,,Bernadetta Czerska,zast?pca prezesa Narodowego Funduszu Ochrony ?rodowiska i Gospodarki Wodnej,Narodowy Fundusz Ochrony ?rodowiska i Gospodarki Wodnej ,NFO?iGW,,,,,,,,,1,,,,,,
78,V,OSZ,V,34,,,,przedstawiciel Najwy?szej Izby Kontroli,Najwy?sza Izba Kontroli,NIK,,,,,,,,,1,,,,,,
,,OSZ,V,34,,,,przedstawiciel Instytutu Meteorologii i Gospodarki Wodnej,Instytut Meteorologii i Gospodarki Wodnej,IMGW,,,,,,,,,1,,,,,,
,,OSZ,V,34,,,,przedstawiciel Ligi Ochrony Przyrody ,Liga Ochrony Przyrody,LOP,1,,,,,,,,,,,,,,
,,OSZ,V,34,,,,przedstawiciel Polskiego Klubu Ekologicznego. ,Polski Klub Ekologiczny,PKE,1,,,,,,,,,,,,,,
79,V,OSZ,V,35," - przyj?cie dezyderatu nr 5 w sprawie umo?liwienia zak?adom us?ug lesnych korzystania ze ?rodków pomocowych Unii Europejskiej, ",,Pawe? Poncyljusz,podsekretarz stanu w Ministerstwie Gospodarki,Ministerstwo Gospodarki,MG,,,,,,,1,,,,,,,,
80,V,OSZ,V,35," - rozpatrzenie odpowiedzi na dezyderaty: nr 1 w sprawie przyspieszenia i usprawnienia prac likwidacyjnych oraz rekultywacji wyrobisk i terenów górniczych w tarnobrzeskim zag??biu siarkowym, nr 4 w sprawie odpadów komunalnych, ",,Mariusz-Orion J?drysik,podsekretarz stanu w Ministerstwie ?rodowiska ,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
,,OSZ,V,35, - sprawy ró?ne. ,,,przedstawiciel Ministerstwa Budownictwa ,Ministerstwo Budownictwa ,MB,,,,,,,1,,,,,,,,
,,OSZ,V,35,,,,przedstawiciel Ministerstwa Finansów,Ministerstwo Finansów,MF,,,,,,,1,,,,,,,,
,,OSZ,V,35,,,Lech P?otkowski,zast?pca prezesa Narodowego Funduszu Ochrony ?rodowiska i Gospodarki Wodnej ,Narodowy Fundusz Ochrony ?rodowiska i Gospodarki Wodnej ,NFO?iGW,,,,,,,,,1,,,,,,
81,V,OSZ,V,35,,,,przedstawiciel Najwy?szej Izby Kontroli,Najwy?sza Izba Kontroli,NIK,,,,,,,,,1,,,,,,
,,OSZ,V,35,,,,przedstawiciel Zwi?zku Pracodawców Gospodarki Odpadami ,Zwi?zek Pracodawców Gospodarki Odpadami,ZPGO,,,1,,,,,,,,,,,,
,,OSZ,V,35,,,,przedstawiciel Polskiego Klubu Ekologicznego.,Polski Klub Ekologiczny,PKE,1,,,,,,,,,,,,,,
82,V,OSZ,V,36,"  - pierwsze czytanie poselskiego projektu uchwa?y w sprawie ustanowienia Dnia Zwierz?t (druk nr 984), ",,Mariusz Gajda,prezes Krajowego Zarz?du Gospodarki Wodnej ,Krajowa Rada Gospodarki Wodnej,KZGW,,,,,,,,,1,,,,,,
,,OSZ,V,36,"  - rozpatrzenie 'Informacji o gospodarowaniu wodami w Polsce' (druk nr 787 oraz aneks do druku nr 787) - kontynuacja, ",,,przedstawiciel Ministerstwa ?rodowiska,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
,,OSZ,V,36,  - rozpatrzenie odpowiedzi na dezyderat nr 3 w sprawie zbiornika przeciwpowodziowego 'Racibórz Dolny' na rzece Odrze - kontynuacja.  ,,,przedstawiciel Ministerstwa Finansów,Ministerstwo Finansów,MF,,,,,,,1,,,,,,,,
,,OSZ,V,36,,,,przedstawiciel Ministerstwa Budownictwa,Ministerstwo Budownictwa ,MB,,,,,,,1,,,,,,,,
,,OSZ,V,36,,,,przedstawiciel Ministerstwa Transportu,Ministerstwo Transportu,MT,,,,,,,1,,,,,,,,
,,OSZ,V,36,,,,przedstawiciel Najwy?szej Izby Kontroli,Najwy?sza Izba Kontroli,NIK,,,,,,,,,1,,,,,,
,,OSZ,V,36,,,Kazimierz Kujda,p.o. prezesa Narodowego Funduszu Ochrony ?rodowiska i Gospodarki Wodnej,Narodowy Fundusz Ochrony ?rodowiska i Gospodarki Wodnej ,NFO?iGW,,,,,,,,,1,,,,,,
83,V,OSZ,V,36,,,,przedstawiciel Instytutu Meteorologii i Gospodarki Wodnej.,Instytut Meteorologii i Gospodarki Wodnej,IMGW,,,,,,,,,1,,,,,,
85,V,OSZ,V,37,"  - pierwsze czytanie rz?dowego projektu ustawy o ratyfikacji poprawki do Konwencji o ochronie fizycznej materia?ów j?drowych, przyj?tej w Wiedniu dnia 8 lipca 2005 r. (druk nr 915).  ",,Mariusz-Orion J?drysik,podsekretarz stanu w Ministerstwie ?rodowiska ,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
,,OSZ,V,37,,,Janusz Sta?czyk,podsekretarz stanu w Ministerstwie Spraw Zagranicznych,Ministerstwo Spraw Zagranicznych,MSZ,,,,,,,1,,,,,,,,
86,V,OSZ,V,37,,,Jerzy Niewodnicza?ski,prezes Pa?stwowej Agencji Atomistyki,Pa?stwowa Agencja Atomistyki,PAA,,,,,,,,,1,,,,,,
88,V,OSZ,V,38,"  - cz??ci bud?etowej 41 - ?rodowisko,  ",,Agnieszka Bolesta,podsekretarz stanu w Ministerstwie ?rodowiska,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
89,V,OSZ,V,38,"  - cz??ci bud?etowej 22 - Gospodarka wodna,  ",,,przedstawiciel Ministerstwa Finansów ,Ministerstwo Finansów,MF,,,,,,,1,,,,,,,,
90,V,OSZ,V,38,"  - cz??ci bud?etowej 68 - Pa?stwowa Agencja Atomistyki,  ",,Mariusz Gajda,prezes Krajowego Zarz?du Gospodarki Wodnej ,Krajowa Rada Gospodarki Wodnej,KZGW,,,,,,,,,1,,,,,,
91,V,OSZ,V,38,  - cz??ci bud?etowej 85 - Bud?ety wojewodów w zakresie dzia?ów:  ,,Kazimierz Kujda,prezes Narodowego Funduszu Ochrony ?rodowiska i Gospodarki Wodnej,Narodowy Fundusz Ochrony ?rodowiska i Gospodarki Wodnej ,NFO?iGW,,,,,,,,,1,,,,,,
92,V,OSZ,V,38,"  - ?rodków bezzwrotnych pochodz?cych z programów pomocy przedakcesyjnej Unii Europejskiej, ?rodków z Funduszu Spójno?ci z za?. nr 7, prefinansowania zada? przewidzianych do finansowania ze ?rodków Unii Europejskiej z za?. nr 14 oraz limitów kwot zobowi?za? oraz wydatków w 2007 r. i kolejnych latach obowi?zywania Narodowego Planu Rozwoju 2004 - 2006 z za?. nr 15.  ",,Jerzy Niewodnicza?ski,prezes Pa?stwowej Agencji Atomistyki ,Pa?stwowa Agencja Atomistyki,PAA,,,,,,,,,1,,,,,,
,,OSZ,V,38,,,,przedstawiciel Najwy?szej Izby Kontroli.,Najwy?sza Izba Kontroli,NIK,,,,,,,,,1,,,,,,
93,V,OSZ,V,39,"  1) cz??ci bud?etowej 83 - Rezerwy celowe, w zakresie pozycji:  ",,Andrzej Szweda-Lewandowski,podsekretarz stanu w Ministerstwie ?rodowiska ,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
94,V,OSZ,V,39,,,Mariusz Gajda,prezes Krajowego Zarz?du Gospodarki Wodnej ,Krajowa Rada Gospodarki Wodnej,KZGW,,,,,,,,,1,,,,,,
,,OSZ,V,39,,,Kazimierz Kujda,prezes Narodowego Funduszu Ochrony ?rodowiska i Gospodarki Wodnej ,Narodowy Fundusz Ochrony ?rodowiska i Gospodarki Wodnej ,NFO?iGW,,,,,,,,,1,,,,,,
,,OSZ,V,39,,,,przedstawiciel Ministerstwa Finansów,Ministerstwo Finansów,MF,,,,,,,1,,,,,,,,
96,V,OSZ,V,40,"  - informacj? nt. przygotowania Polski do uzyskania w 2010 r. 7,5 proc. energii ze ?róde? odnawialnych w ogólnym bilansie energii.  ",,Krzysztofem Zar?b?,podsekretarzem stanu w Ministerstwie ?rodowiska,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
97,V,OSZ,V,40,,,Tomasz Wilczak,podsekretarz stanu w Ministerstwie Gospodarki,Ministerstwo Gospodarki,MG,,,,,,,1,,,,,,,,
98,V,OSZ,V,40,,,,przedstawiciel Ministerstwa Finansów  ,Ministerstwo Finansów,MF,,,,,,,1,,,,,,,,
,,OSZ,V,40,,,Jerzy Wolski,zast?pca prezesa Narodowego Funduszu Ochrony ?rodowiska i Gospodarki Wodnej,Narodowy Fundusz Ochrony ?rodowiska i Gospodarki Wodnej ,NFO?iGW,,,,,,,,,1,,,,,,
,,OSZ,V,40,,,,przedstawiciel Najwy?szej Izby Kontroli ,Najwy?sza Izba Kontroli,NIK,,,,,,,,,1,,,,,,
,,OSZ,V,40,,,,przedstawiciel Polskiej Izby Gospodarczej Energii Odnawialnej ,Polska Izba Gospodarcza Energii Odnawialnej ,,,1,,,,,,,,,,,,,
,,OSZ,V,40,,,,przedstawiciel Polskiego Stowarzyszenia Energii Wiatrowej ,Polskie Stowarzyszenie Energii Wiatrowej,,1,,,,,,,,,,,,,,
,,OSZ,V,40,,,,przedstawiciel Ligi Ochrony Przyrody,Liga Ochrony Przyrody,LOP,1,,,,,,,,,,,,,,
,,OSZ,V,40,,,,przedstawiciel Polskiego Klubu Ekologicznego,Polski Klub Ekologiczny,PKE,1,,,,,,,,,,,,,,
,,OSZ,V,40,,,Kuba Puchowski,Prezes Towarzystwa Rozwoju Ma?ych Elektrowni Wodnych ,Towarzystwo Rozwoju Ma?ych Elektrowni Wodnych ,TRMEW,1,,,,,,,,,,,,,,
99,V,OSZ,V,41,"  - pierwsze czytanie rz?dowego projektu ustawy o zmianie ustawy - Prawo energetyczne, ustawy - Prawo ochrony ?rodowiska oraz ustawy o systemie oceny zgodno?ci (druk nr 1084). ",,Pawe? Poncyljusz,sekretarz Stanu w Ministerstwie Gospodarki,Ministerstwo Gospodarki,MG,,,,,,,1,,,,,,,,
100,V,OSZ,V,41,,,,przedstawiciel Ministerstwa Finansów ,Ministerstwo Finansów,MF,,,,,,,1,,,,,,,,
,,OSZ,V,41,,,,przedstawiciel Ministerstwa ?rodowiska ,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
,,OSZ,V,41,,,Wies?aw Wójcik,wiceprezes Urz?du Regulacji Energetyki ,Urz?d Regulacji Energetyki,URE,,,,,,,,,1,,,,,,
,,OSZ,V,41,,,,przedstawiciel Polskiego Towarzystwa Elektrociep?owni Zawodowych,Polskie Towarzystw Elektrociep?owni Zawodowych,PTEZ,1,,,,,,,,,,,,,,
,,OSZ,V,41,,,,przedstawiciel Agencji Rynku Energii Krajowej,Agencja Rynku Energii Krajowej,ARE,,,,,1,,,,,,,,,,
,,OSZ,V,41,,,,przedstawiciel Agencji Poszanowania Energii SA,Agencja Poszanowania Energii,,,,,,1,,,,,,,,,,
,,OSZ,V,41,,,,przedstawiciel Polskich Sieci Energetycznych,Polskie Sieci Energetyczna,,,,,,1,,,,,,,,,,
,,OSZ,V,41,,,,przedstawiciel Polskiego Towarzystwa Przemys?u i Rozdzia?u Energii Elektrycznej ,Polskie Towarzystwo Przemys?u i Rozdzia?u Energii Elektrycznej ,PTPiREE,,1,,,,,,,,,,,,,
,,OSZ,V,41,,,,przedstawiciel Polskiej Izby Gospodarczej Energii Odnawialnej,Polska Izba Gospodarcza Energii Odnawialnej ,,,1,,,,,,,,,,,,,
,,OSZ,V,41,,,,przedstawiciel Stowarzyszenia Niezale?nych Wytwórców Energii Skojarzonej ,Stowarzyszenie Niezale?nych Wytwórców Energii Skojarzonej ,SNWES,,1,,,,,,,,,,,,,
,,OSZ,V,41,,,,przedstawiciel Towarzystwa Gospodarczego Polskie Elektrownie,Towarzystwo Gospodarcze Polskie Elektrownie,TGPE,,1,,,,,,,,,,,,,
,,OSZ,V,41,,,,przedstawiciel Narodowego Funduszu Ochrony ?rodowiska i Gospodarki Wodnej,Narodowy Fundusz Ochrony ?rodowiska i Gospodarki Wodnej ,NFO?iGW,,,,,,,,,1,,,,,,
,,OSZ,V,41,,,,przedstawiciel Polskiej Konfederacji Pracodawców Prywatnych 'Lewiatan'.,Konfederacja Pracodawców Prywatnych Lewiatan,Lewiatan,,,1,,,,,,,,,,,,
,,OSZ,V,41,,,,przedstawiciel Krajowego Sekretariatu Zasobów Naturalnych Ochrony ?rodowiska i Le?nictwa NSZZ 'Solidarno??' ,NSZZ Solidarno??,NSZZ Solidarno??,,,,1,,,,,,,,,,,
101,V,OSZ,V,42,"  - trudno?ci i bariery w pozyskiwaniu ?rodków unijnych na ochron? ?rodowiska, ",,Krzysztof Zar?ba,sekretarz stanu w Ministerstwie ?rodowiska ,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
102,V,OSZ,V,42,  - informacja na temat wdra?ania Mechanizmu Finansowego Europejskiego Obszaru Gospodarczego i Norweskiego Mechanizmu Finansowego. ,,Kazimierz Kujda,prezes Narodowego Funduszu Ochrony ?rodowiska i Gospodarki Wodnej,Narodowy Fundusz Ochrony ?rodowiska i Gospodarki Wodnej ,NFO?iGW,,,,,,,,,1,,,,,,
,,OSZ,V,42,,,,przedstawiciel Ministerstwa Finansów ,Ministerstwo Finansów,MF,,,,,,,1,,,,,,,,
,,OSZ,V,42,,,,przedstawiciel Ministerstwa Gospodarki ,Ministerstwo Gospodarki,MG,,,,,,,1,,,,,,,,
,,OSZ,V,42,,,,przedstawiciel Najwy?szej Izby Kontroli ,Najwy?sza Izba Kontroli,NIK,,,,,,,,,1,,,,,,
,,OSZ,V,42,,,,przedstawiciel Ligi Ochrony Przyrody ,Liga Ochrony Przyrody,LOP,1,,,,,,,,,,,,,,
,,OSZ,V,42,,,,przedstawiciel Polskiego Klubu Ekologicznego.,Polski Klub Ekologiczny,PKE,1,,,,,,,,,,,,,,
103,V,OSZ,V,43,"  - sprawozdanie podkomisji nadzwyczajnej w sprawie rz?dowego projektu ustawy o zmianie ustawy - Prawo energetyczne, ustawy - Prawo ochrony ?rodowiska oraz ustawy o systemie oceny zgodno?ci (druk nr 1084). ",,Tomaszem Wilczakiem,podsekretarz stanu w Ministerstwie Gospodarki,Ministerstwo Gospodarki,MG,,,,,,,1,,,,,,,,
104,V,OSZ,V,43,,,Mariusz Orion J?drysik,podsekretarz stanu w Ministerstwie ?rodowiska ,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
105,V,OSZ,V,43,,,Kazimierz Kujda,prezes zarz?du Narodowego Funduszu Ochrony ?rodowiska i Gospodarki Wodnej ,Narodowy Fundusz Ochrony ?rodowiska i Gospodarki Wodnej ,NFO?iGW,,,,,,,,,1,,,,,,
,,OSZ,V,43,,,,przedstawiciel Ministerstwa Finansów,Ministerstwo Finansów,MF,,,,,,,1,,,,,,,,
,,OSZ,V,43,,,,przedstawiciel Najwy?szej Izby Kontroli ,Najwy?sza Izba Kontroli,NIK,,,,,,,,,1,,,,,,
,,OSZ,V,43,,,,przedstawiciel Kancelarii Prezesa Rady Ministrów,KPRM,KPRM,,,,,,,1,,,,,,,,
,,OSZ,V,43,,,,przedstawiciel Urz?du Regulacji Energetyki ,Urz?d Regulacji Energetyki,URE,,,,,,,,,1,,,,,,
,,OSZ,V,43,,,,przedstawiciel Towarzystwa Gospodarczego 'Polskie Elektrownie' ,Towarzystwo Gospodarcze Polskie Elektrownie,TGPE,,1,,,,,,,,,,,,,
,,OSZ,V,43,,,,przedstawiciel Towarzystwa Obrotu Energi?,Towarzystwo Obrotu Energi?,TOE,1,,,,,,,,,,,,,,
,,OSZ,V,43,,,,przedstawiciel Polskiego Towarzystwa Przesy?u i Rozdzia?u Energii Elektrycznej ,Polskie Towarzystwo Przemys?u i Rozdzia?u Energii Elektrycznej ,PTPiREE,,1,,,,,,,,,,,,,
,,OSZ,V,43,,,,przedstawiciel Polskiego Towarzystwa Elektrociep?owni Zawodowych ,Polskie Towarzystw Elektrociep?owni Zawodowych,PTEZ,1,,,,,,,,,,,,,,
,,OSZ,V,43,,,,przedstawiciel Stowarzyszenia Niezale?nych Wytwórców Energii Skojarzonej ,Stowarzyszenie Niezale?nych Wytwórców Energii Skojarzonej ,SNWES,,1,,,,,,,,,,,,,
,,OSZ,V,43,,,,przedstawiciel Polskiego Klubu Ekologicznego ,Polski Klub Ekologiczny,PKE,1,,,,,,,,,,,,,,
,,OSZ,V,43,,,,przedstawiciel Zwi?zku Rzemios?a Polskiego,Zwi?zek Rzemios?a Polskiego,ZRP,,,1,,,,,,,,,,,,
,,OSZ,V,43,,,,przedstawiciel Izby Gospodarczej 'Ciep?ownictwo Polskie' ,Izba Gospodarcza 'Ciep?ownictwo Polskie',IGCP,,1,,,,,,,,,,,,,
,,OSZ,V,43,,,,przedstawiciel Ligi Ochrony Przyrody,Liga Ochrony Przyrody,LOP,1,,,,,,,,,,,,,,
,,OSZ,V,43,,,,przedstawiciel Polskich Sieci Elektroenergetycznych SA. ,Polskie Sieci Elektroenergetyczne SA,,,,,,1,,,,,,,,,,
106,V,OSZ,V,44,  - pierwsze czytanie rz?dowego projektu ustawy o zmianie ustawy o krajowym systemie ekozarz?dzania i audytu (EMAS) (druk nr 1115).  ,,Jaros?aw Zieli?ski,sekretarz stanu w Ministerstwie Spraw Wewn?trznych i Administracji,Ministerstwo Spraw Wewn?trznych i Administracji,MSWiA,,,,,,,1,,,,,,,,
107,V,OSZ,V,44,,,Krzysztof Zar?ba, sekretarz stanu w Ministerstwie ?rodowiska ,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
,,OSZ,V,44,,,Jerzy Wolski,wiceprezes Narodowego Funduszu Ochrony ?rodowiska i Gospodarki Wodnej ,Narodowy Fundusz Ochrony ?rodowiska i Gospodarki Wodnej ,NFO?iGW,,,,,,,,,1,,,,,,
,,OSZ,V,44,,,,przedstawiciel Kancelarii Prezesa Rady Ministrów,KPRM,KPRM,,,,,,,1,,,,,,,,
108,V,OSZ,V,44,,,,przedstawiciel Ministerstwa Finansów. ,Ministerstwo Finansów,MF,,,,,,,1,,,,,,,,
110,V,OSZ,V,46,  -      sprawozdanie z dotychczasowej realizacji Krajowego Planu Rozdzia?u Uprawnie? do emisji dwutlenku w?gla na lata 2005- 2007; ,,Agnieszka Bolesta,podsekretarz stanu w Ministerstwie ?rodowiska,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
111,V,OSZ,V,46,  -      informacja nt. stanu przygotowania Krajowego Planu Rozdzia?u Uprawnie? do emisji dwutlenku w?gla na lata 2008- 2012; ,,,przedstawiciel Ministerstwa Finansów,Ministerstwo Finansów,MF,,,,,,,1,,,,,,,,
112,V,OSZ,V,46,  -      rozpatrzenie odpowiedzi na dezyderat nr 1 w sprawie przyspieszenia prac likwidacyjnych oraz rekultywacji wyrobisk i terenów górniczych w tarnobrzeskim zag??biu siarkowym - kontynuacja; ,,,przedstawiciel Ministerstwa Gospodarki ,Ministerstwo Gospodarki,MG,,,,,,,1,,,,,,,,
113,V,OSZ,V,46,  -      sprawy bie??ce.  ,,,przedstawiciel Najwy?szej Izby Kontroli ,Najwy?sza Izba Kontroli,NIK,,,,,,,,,1,,,,,,
,,OSZ,V,46,,,,przedstawiciel Krajowego Administratora Systemu Handlu Uprawnieniami do Emisji ,Krajowy Administrator Systemu Handlu Uprawnieniami do Emisji ,,,,,,,,,,1,,,,,,
,,OSZ,V,46,,,,przedstawiciel Agencji Rynku Energii,Agencja Rynku Energii Krajowej,ARE,,,,,1,,,,,,,,,,
,,OSZ,V,46,,,,przedstawiciel Instytutu Ochrony ?rodowiska,Instytut Ochrony ?rodowiska,IO?,,,,,,1,,,,,,,,,
,,OSZ,V,46,,,,przedstawiciel Ligi Ochrony Przyrody.,Liga Ochrony Przyrody,LOP,1,,,,,,,,,,,,,,
114,V,OSZ,V,47,  -      realizacja programu Natura 2000; ,,Andrzej Szweda-Lewandowski,podsekretarz stanu w Ministerstwie ?rodowiska,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
115,V,OSZ,V,47,"  -      sie? Natura 2000 - ograniczenie rozwoju spo?eczno?ci lokalnych, ",,,przedstawiciel Ministerstwa Finansów ,Ministerstwo Finansów,MF,,,,,,,1,,,,,,,,
116,V,OSZ,V,47,  -      sprawy bie??ce.  ,,,"przedstawiciele Podkarpackiego Urz?du Wojewódzkiego, Podlaskiego Urz?du Wojewódzkiego, Pomorskiego Urz?du Wojewódzkiego, Warmi?sko-Mazurskiego Urz?du Wojewódzkiego, Ma?opolskiego Urz?du Wojewódzkiego ",,,,,,,,,,,,1,,,,,
,,OSZ,V,47,,,,przedstawiciel Najwy?szej Izby Kontroli,Najwy?sza Izba Kontroli,NIK,,,,,,,,,1,,,,,,
,,OSZ,V,47,,,,Zwi?zEK Województw RP ,Zwi?zek Województw RP,,1,,,,,,,,,1,,,,,
,,OSZ,V,47,,,,Zwi?zEK Gmin Wiejskich,Zwi?zek Gmin Wiejskich RP,,1,,,,,,,,,1,,,,,
,,OSZ,V,47,,,,Instytut na Rzecz Ekorozwoju ,Fundacja Instytut na rzecz Ekorozwoju,,1,,,,,,,,,,,,,,
,,OSZ,V,47,,,,Polskie Stowarzyszenie Energetyki Wiatrowej ,Polskie Stowarzyszenie Energetyki Wiatrowej,,1,,,,,,,,,,,,,,
,,OSZ,V,47,,,,WWF Polska ,WWF Polska,WWF,1,,,,,,,,,,,,,,
,,OSZ,V,47,,,,Polski Klub Ekologiczny,Polski Klub Ekologiczny,PKE,1,,,,,,,,,,,,,,
,,OSZ,V,47,,,,Polska Izba Gospodarczej Energii Odnawialnej ,Polska Izba Gospodarcza Energii Odnawialnej ,,,1,,,,,,,,,,,,,
,,OSZ,V,47,,,,Polskie Towarzystwo Ochrony Przyrody 'Salamandra'.,"Polskie Towarzysztwo Ochrony Przyrody ""Salamandra""",,1,,,,,,,,,,,,,,
117,V,OSZ,V,48,"  - wybór przewodnicz?cego Komisji,  ",,Andrzejem Szweda-Lewandowski,podsekretarz stanu w Ministerstwie ?rodowiska,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
118,V,OSZ,V,48,"  - pierwsze czytanie poselskiego projektu ustawy o zmianie ustawy o lasach (druk nr 1075),  ",,Artur Michalski,zast?pca prezesa Narodowego Funduszu Ochrony ?rodowiska ,Narodowy Fundusz Ochrony ?rodowiska i Gospodarki Wodnej ,NFO?iGW,,,,,,,,,1,,,,,,
119,V,OSZ,V,48,"  - rozpatrzenie odpowiedzi na dezyderat nr 5 w sprawie umo?liwienia zak?adom us?ug le?nych korzystania ze ?rodków pomocowych Unii Europejskiej,  ",,Andrzej Matysiak,dyrektor generalny Pa?stwowego Gospodarstwa Le?nego 'Lasy Pa?stwowe' ,Lasy Pa?stwowe,,,,,,,,,,,,,,,,1
120,V,OSZ,V,48,"  - rozpatrzenie ' Informacji o stanie lasów w 2005 r.' oraz 'Informacji o realizacji w 2005 r. Krajowego programu zwi?kszania lesisto?ci' (druk nr 1076),  ",,,przedstawiciel Ministerstwa Finansów ,Ministerstwo Finansów,MF,,,,,,,1,,,,,,,,
,,OSZ,V,48,  - sprawy bie??ce. ,,,przedstawiciel Ministerstwa Rolnictwa i Rozwoju Wsi ,Ministerstwo Rolnictwa i Rozwoju Wsi,MRIRW,,,,,,,1,,,,,,,,
,,OSZ,V,48,,,,przedstawiciel Najwy?szej Izby Kontroli.,Najwy?sza Izba Kontroli,NIK,,,,,,,,,1,,,,,,
122,V,OSZ,V,49,"  - uchwa?? Senatu RP o stanowisku w sprawie ustawy o zmianie ustawy - Prawo energetyczne, ustawy - Prawo ochrony ?rodowiska oraz ustawy o systemie oceny zgodno?ci (druk nr 1251).  ",,Krzysztof Zar?ba,sekratarz stanu w Ministerstwie ?rodowiska,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
,,OSZ,V,49,,,Tomasz Wilczak, podsekretarz stanu w Ministerstwie Gospodarki ,Ministerstwo Gospodarki,MG,,,,,,,1,,,,,,,,
123,V,OSZ,V,49,,,Wies?aw Wójcik,zast?pca prezesa  Urz?du Regulacji Energetyki,Urz?d Regulacji Energetyki,URE,,,,,,,,,1,,,,,,
,,OSZ,V,49,,,,przedstawiciel Polskiej Izby Gospodarczej Energii Odnawialnej,Polska Izba Gospodarcza Energii Odnawialnej ,,,1,,,,,,,,,,,,,
124,V,OSZ,V,49,,,,przedstawiciel Narodowego Funduszu Ochrony ?rodowiska i Gospodarki Wodnej,Narodowy Fundusz Ochrony ?rodowiska i Gospodarki Wodnej ,NFO?iGW,,,,,,,,,1,,,,,,
125,V,OSZ,V,50,  - pierwsze czytanie rz?dowego projektu ustawy o zmianie ustawy - Prawo ochrony ?rodowiska oraz niektórych innych ustaw (druk nr 1261). ,,Krzysztof Zar?ba,sekretarz stanu w Ministerstwie ?rodowiska,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
126,V,OSZ,V,50,,,Artur Michalski, zast?pca prezesa Narodowego Funduszu Ochrony ?rodowiska i Gospodarki Wodnej ,Narodowy Fundusz Ochrony ?rodowiska i Gospodarki Wodnej ,NFO?iGW,,,,,,,,,1,,,,,,
,,OSZ,V,50,,,,Najwy?sza Izba Kontroli ,Najwy?sza Izba Kontroli,NIK,,,,,,,,,1,,,,,,
,,OSZ,V,50,,,,Polski Klub Ekologiczny,Polski Klub Ekologiczny,PKE,1,,,,,,,,,,,,,,
