host	id	date	location	title	guestid	guestname	cabinet		
Edward Bannerman	0e89e0bc3850fdef0ef268f140600e35	18/12/2014	Brussels, Belgium	Industrial competitiveness	25487567824-45	European Round Table of Industrialists	Cabinet members of Vice-President Jyrki Katainen		
Valérie Herzberg	231e1c24eb3d851a62dbce76fd5a7764	17/12/2014	Brussels	Capital markets union	17804464809-28	Euronext	Cabinet members of Vice-President Jyrki Katainen		
Valérie Herzberg	2791d42e5be72f8d3ec598b07edf5123	17/12/2014	Brussels	Capital markets union	65110063986-76	Association for Financial Markets in Europe	Cabinet members of Vice-President Jyrki Katainen		
Juho Romakkaniemi	1abdcaf983dc272c4cb7142e145d9deb	16/12/2014	Brussels, Belgium	Forest Industry issues	962687110415-94	Metsä Group	Cabinet members of Vice-President Jyrki Katainen		
Valérie Herzberg	a6e4318d5b8834c0e6676ba9ccc2b91b	16/12/2014	Brussels	Capital markets union	29896393398-67	FTI Consulting Belgium	Cabinet members of Vice-President Jyrki Katainen		
Valérie Herzberg	a6e4318d5b8834c0e6676ba9ccc2b91b	16/12/2014	Brussels	Capital markets union	041415315167-65	Managed Funds Association	Cabinet members of Vice-President Jyrki Katainen		
Valérie Herzberg	634d737f7bcba942afc54b3e7a7ef09c	16/12/2014	Brussels	Investment initiative	1771817758-48	Bundesverband der Deutschen Industrie e.V.	Cabinet members of Vice-President Jyrki Katainen		
Heidi Jern	f35aff2c0289fb48964f5115c369f0b7	12/12/2014	Brussels	Renewable energy and environmental objectives	03501997362-71	Fortum Oyj	Cabinet members of Vice-President Jyrki Katainen		
Aura Salla	39032c6d9f3ec30a365aa49aac38a954	12/12/2014	Brussels	Automotive & Repair Industry	33885548180-35	CECRA	Cabinet members of Vice-President Jyrki Katainen		
Edward Bannerman	d5b8339ab094b52ff981a750db39746f	11/12/2014	Brussels, belgium	Investment initiative and CMU	58082761985-18	The CityUK	Cabinet members of Vice-President Jyrki Katainen		
Grzegorz Radziejewski	a5775adf1159b480b774fd05459c6b46	11/12/2014	Brussels	Investment initiative	0124622797-55	Housing Europe	Cabinet members of Vice-President Jyrki Katainen		
Edward Bannerman	6835c6e4601c0e615df195124502fce8	10/12/2014	Brussels, Belgium	Investment initiative	55820581197-35	Union européenne de l'Artisanat et des petites et moyennes entreprises, aisbl	Cabinet members of Vice-President Jyrki Katainen		
Edward Bannerman	9e2212f5b451a50e961172e958fcda5f	10/12/2014	Brussels, Belgium	Trade issues	012464715142-75	Wärtsilä Corporation	Cabinet members of Vice-President Jyrki Katainen		
Edward Bannerman	9e2212f5b451a50e961172e958fcda5f	10/12/2014	Brussels, Belgium	Trade issues	88742028087-64	Aula Europe	Cabinet members of Vice-President Jyrki Katainen		
Miguel Gil Tertre	db049dd084ee924a743510646d73204e	10/12/2014	Brussels	Investment Initiative	33622026795-64	Bruegel	Cabinet members of Vice-President Jyrki Katainen		
Valérie Herzberg	2834ab1e7b876acbf22d64c9132270e2	09/12/2014	Brussels	Securitisation	225892115033-33	Prime Collateralised Securities (PCS) UK Limited	Cabinet members of Vice-President Jyrki Katainen		
Valérie Herzberg	2834ab1e7b876acbf22d64c9132270e2	09/12/2014	Brussels	Securitisation	1894704851-83	European Express Association	Cabinet members of Vice-President Jyrki Katainen		
Hilde Hardeman	12bca5f51d6051777ded38a131a922d4	09/12/2014	Brussels	Better regulation	1274604847-34	Confederation of Finnish Industries EK	Cabinet members of Vice-President Jyrki Katainen		
Valérie Herzberg	e5099c58cf190995086fac6c5d2a236d	09/12/2014	Brussels	Investment initiative	001866415031-87	HSBC Holdings PLC	Cabinet members of Vice-President Jyrki Katainen		
Valérie Herzberg	e5099c58cf190995086fac6c5d2a236d	09/12/2014	Brussels	Investment initiative	090350412968-04	BANCO BILBAO VIZCAYA ARGENTARIA	Cabinet members of Vice-President Jyrki Katainen		
Valérie Herzberg	e5099c58cf190995086fac6c5d2a236d	09/12/2014	Brussels	Investment initiative	271912611231-56	Deutsche Bank AG	Cabinet members of Vice-President Jyrki Katainen		
Valérie Herzberg	e5099c58cf190995086fac6c5d2a236d	09/12/2014	Brussels	Investment initiative	24037141789-48	Intesa Sanpaolo	Cabinet members of Vice-President Jyrki Katainen		
Valérie Herzberg	e5099c58cf190995086fac6c5d2a236d	09/12/2014	Brussels	Investment initiative	12112965774-95	ING Group	Cabinet members of Vice-President Jyrki Katainen		
Valérie Herzberg	e5099c58cf190995086fac6c5d2a236d	09/12/2014	Brussels	Investment initiative	34369111614-57	Société Générale	Cabinet members of Vice-President Jyrki Katainen		
Grzegorz Radziejewski	ba5cd2c7d28c9f65cfcd17f557ff2b88	08/12/2014	Brussels	Investment initiative	23527541824-60	ArcelorMittal	Cabinet members of Vice-President Jyrki Katainen		
Aura Salla	4ead5a78a3d8289a206bb1ac8b6e2db9	08/12/2014	Brussels	Industrial Policy	1274604847-34	Confederation of Finnish Industries EK	Cabinet members of Vice-President Jyrki Katainen		
Edward Bannerman	bbb7f0870fc9e20a3790a7167524ee73	08/12/2014	Brussels, Belgium	Industrial competitiveness	58290033126-06	Rolls-Royce	Cabinet members of Vice-President Jyrki Katainen		
Heidi Jern Aura Salla	3bad366bda9192f31f89b368e3324d39	05/12/2014	Brussels	Life sciences contribution to growth and jobs	7990322925-77	GlaxoSmithKline	Cabinet members of Vice-President Jyrki Katainen		
Heidi Jern	37ce0d3e361dd3006727aa6c4d01bc20	05/12/2014	Brussels	The publishing sector and priorities in the copyright field	398541467-53	Federation of European Publishers	Cabinet members of Vice-President Jyrki Katainen		
Edward Bannerman	7030b2bc5b5acbf0df2182e3ce29658a	05/12/2014	Brussels, Belgium	Capital Market Union	701266814986-18	The Goldman Sachs Group, Inc.	Cabinet members of Vice-President Jyrki Katainen		
Juho Romakkaniemi	8a63f73539509dd7cb050abba2ed4572	05/12/2014	Brussels, Belgium	Investment Initiative	851790015102-31	Ammattiliitto Pro ry	Cabinet members of Vice-President Jyrki Katainen		
Juho Romakkaniemi	8a63f73539509dd7cb050abba2ed4572	05/12/2014	Brussels, Belgium	Investment Initiative	358284014848-82	industriAll European Trade Union	Cabinet members of Vice-President Jyrki Katainen		
Miguel Gil Tertre	2768caedec4e38f0b946d043183cf633	04/12/2014	Brussels	Investment Initative	061584915271-94	Eurasia Group Ltd	Cabinet members of Vice-President Jyrki Katainen		
Edward Bannerman	4100edd87283fb17c10870685f78d6d8	04/12/2014	Brussels, Belgium	Trade	001866415031-87	HSBC Holdings PLC	Cabinet members of Vice-President Jyrki Katainen		
Heidi Jern	9c9b42497768474cbc5bdb05d893225b	03/12/2014	Brussels	Investments and innovations in the digital sector	82853397708-89	Liberty Global, Inc.	Cabinet members of Vice-President Jyrki Katainen		
Valérie Herzberg	55c1078179b9decd98c8eb40484a97a2	03/12/2014	Brussels	Capital markets union and investment initiative	483974815034-52	Royal Bank of Scotland	Cabinet members of Vice-President Jyrki Katainen		
Valérie Herzberg	6fb75aed5ff09b1751681a52bc1ea56c	03/12/2014	Brussels	Capital markets union and investment initiative	471036615028-82	Policy Network and Communications Ltd	Cabinet members of Vice-President Jyrki Katainen		
Edward Bannerman	d70b1fd451b7ab7ef2fa9f4f46799ebd	03/12/2014	Brussels, Belgium	Investment Initiative	51436554494-18	BlackRock	Cabinet members of Vice-President Jyrki Katainen		
Heidi Jern	029b54332879bd5b91aabc68cbee7ec6	03/12/2014	Brussels	Biofuels and innovation	861194311863-31	UPM-Kymmene Oyj	Cabinet members of Vice-President Jyrki Katainen		
Juho Romakkaniemi Valérie Herzberg	8994ced36c735a809717a459fed463ef	03/12/2014	Brussels, Belgium	Investment Initiative and Capital Markets Union	0764199368-97	Bundesverband deutscher Banken e.V.	Cabinet members of Vice-President Jyrki Katainen		
Valérie Herzberg	ac89b4918e900a552b797fdac010c6d1	03/12/2014	Brussels	Capital Markets Union	89046007765-76	Investment Management Association	Cabinet members of Vice-President Jyrki Katainen		
Valérie Herzberg	ac89b4918e900a552b797fdac010c6d1	03/12/2014	Brussels	Capital Markets Union	1894704851-83	European Express Association	Cabinet members of Vice-President Jyrki Katainen		
Grzegorz Radziejewski	a9708382e98e6a979c2e96bbd6cf54e4	03/12/2014	Brussels	2030 climate and energy policy framework and Paris climate summit	55888811123-49	Climate Action Network Europe	Cabinet members of Vice-President Jyrki Katainen		
Miguel Gil Tertre	91edd500a11f034328d2a0f9081b5f10	03/12/2014	Brussels	Investment Initiative	33622026795-64	Bruegel	Cabinet members of Vice-President Jyrki Katainen		
Miguel Gil Tertre	4df01968b3d40d12f783e7fa956e07f0	03/12/2014	Brussels	Investment Initiative	271912611231-56	Deutsche Bank AG	Cabinet members of Vice-President Jyrki Katainen		
Edward Bannerman	fd47f6908b0448ff8079c888f3469a64	03/12/2014	Brussels, Belgium	Investment initiative	51436554494-18	BlackRock	Cabinet members of Vice-President Jyrki Katainen		
Grzegorz Radziejewski	01a2bf9311d2d099232d829c476e9099	02/12/2014	Brussels	Energy savings	658236415011-84	European Industrial Insulation Foundation	Cabinet members of Vice-President Jyrki Katainen		
Aura Salla	4eabdbc8db40aa0dde11ceb4b11fb961	02/12/2014	Brussels	Qualification of teachers	117819413609-43	G & H Associates (Brussels) Ltd	Cabinet members of Vice-President Jyrki Katainen		
Heidi Jern	20a1516d93396d25d266e89f1ad77445	02/12/2014	Brussels	Life sciences contribution to growth and jobs	04657143399-39	Eli Lilly and Company	Cabinet members of Vice-President Jyrki Katainen		
Edward Bannerman	2e1d1c33626b1ceed0658cc7f414409d	02/12/2014	Brussels, Belgium	Investment Initiative	86270761494-62	Aviva Plc	Cabinet members of Vice-President Jyrki Katainen		
Grzegorz Radziejewski	e9d474c8fbe6e2a64f67aae753d220e7	02/12/2014	Brussels	Impact of ETS on electricity price	39705603497-38	The Federation of Finnish Technology Industries	Cabinet members of Vice-President Jyrki Katainen		
Heidi Jern	f659920f7bd484976ebabd82c761d064	02/12/2014	Brussels	Investments and innovations in the digital sector	52431421-12	Telefonica, S.A.	Cabinet members of Vice-President Jyrki Katainen		
Aura Salla	10cf2b5d173b834a8b3b1f519393298e	02/12/2014	Brussels	Construction materials	5067624792-06	LOGOS Public Affairs	Cabinet members of Vice-President Jyrki Katainen		
Aura Salla	31d0f5d496c5219b9c5e295f96c9ed16	02/12/2014	Brussels	Finnish Labour Unions	98086919699-94	Akava ry	Cabinet members of Vice-President Jyrki Katainen		
Miguel Gil Tertre	3022adc71634f47582e3c09e707e7d41	02/12/2014	Brussels	Investment Initiative	799142914971-03	Banco Santander, S.A.	Cabinet members of Vice-President Jyrki Katainen		
Edward Bannerman	b34c1ed5d7c841ab2772cde71d3a6916	02/12/2014	Brussels, Belgium	Investment initiative	86270761494-62	Aviva Plc	Cabinet members of Vice-President Jyrki Katainen		
Edward Bannerman	a8b1b992e3751bbfc8ffd920fa4f30db	02/12/2014	Brussels, Belgium	Future challenges for Europe	590425913785-60	Global Counsel LLP	Cabinet members of Vice-President Jyrki Katainen		
Heidi Jern	9b2c2a74b5450caeec647eec60a8bfcf	02/12/2014	Brussels	Investments and innovations in the digital sector	35167875358-33	Nokia	Cabinet members of Vice-President Jyrki Katainen		
Juho Romakkaniemi	da1936e984f45e65aeb0f286f40627cb	02/12/2014	Brussels, Belgium	Investment Initiative	00353757573-57	Citigroup Inc.	Cabinet members of Vice-President Jyrki Katainen		
Juho Romakkaniemi	10c5ebc9eab8683d6cf1c66306dcc903	02/12/2014	Brussels, Belgium	Waste legislation	7574443768-34	Tetra Pak International	Cabinet members of Vice-President Jyrki Katainen		
Miguel Gil Tertre	40d44a37fb6aad730159d6bfe6c7f0db	01/12/2014	Brussels	Investment Initiative	001866415031-87	HSBC Holdings PLC	Cabinet members of Vice-President Jyrki Katainen		
Juho Romakkaniemi	0c0e7673600821b43add8c5cc0335706	01/12/2014	Brussels, Belgium	Circular economy	0649790813-47	Association des Constructeurs Européens d'Automobiles	Cabinet members of Vice-President Jyrki Katainen		
Aura Salla	858dbcf2731644bce9f449e83e15a359	01/12/2014	Brussels	Climate report, renewable energy	661245915266-39	Finnish Innovation Fund Sitra	Cabinet members of Vice-President Jyrki Katainen		
Grzegorz Radziejewski	8690dfb4929bf91b8c51bcb093c87062	01/12/2014	Brussels	Transport and shipping	096975415018-17	Shortsea Promotion Centre Finland	Cabinet members of Vice-President Jyrki Katainen		
Miguel Gil Tertre	c2ecedb7507ca0b3decea30daf83269a	01/12/2014	Brussels	Investment Initiative	86853666704-95	Centre for European Policy Studies	Cabinet members of Vice-President Jyrki Katainen		
Commissioner Günther Oettinger	2ad280523ea33049822b9e08a8cbbbf3	20/02/2015	Mainz, Germany	Digital Economy and Society	3209361971-85	Zweites Deutsches Fernsehen			
Commissioner Günther Oettinger	9811f1b86da6b1a672bdc8a4eeebada8	23/01/2015	Davos	Digital Economy	28666427835-74	Facebook			
Commissioner Günther Oettinger	ad629df10c957dea07978dfe4edf6048	23/01/2015	Davos	Digital Single Market / digital skills	0801162959-21	Microsoft Corporation			
Commissioner Günther Oettinger	c83eb1901a226738e8f6382f64bfd23e	21/01/2015	Brussels	Digital Economy and Society	74126393166-46	Telenor			
Commissioner Günther Oettinger	37732e47bc0da5d550d72750ace6a8bd	19/01/2015	Brussels	Digital Economy and Society	03181945560-59	Google			
Commissioner Günther Oettinger	0acec3b23b5d3b62e5df28003f6db2e7	14/01/2015	Berlin, Germany	Digital Economy and Society	60052162589-72	Deutsche Telekom			
Commissioner Günther Oettinger	61f6c0a88293a5e74bd734eff3cb4c57	06/01/2015	Brussels	Digital Economy and Society	90142503473-81	Vodafone Belgium SA			
Commissioner Günther Oettinger	8b373154a720c63d752a63e60d899097	18/12/2014	Strasbourg	Digital Economy and Society	08957111909-85	European Telecommunications Network Operators' Association			
Commissioner Günther Oettinger	5f0b28db68f8a95e22b9bd3f1f1d043e	17/12/2014	Brussels	Digital Economy and Society	93799097410-24 	SES S.A.			
Commissioner Günther Oettinger	7bfb34850c3c00509106e856f4cbfdcf	16/12/2014	Brussels	Digital Economy and Society	9171899949-17	JPMorganChase & Co.			
Commissioner Günther Oettinger	28f408d98dd07d14317c84d4bc48c3f9	11/12/2014	Brussels	Digital Agenda	3978240953-79	BUSINESSEUROPE			
Commissioner Günther Oettinger	fbe6de72f18c473661bc4a9db426bbdc	11/12/2014	Brussels	Cloud	903221715123-37	Fabasoft			
Commissioner Günther Oettinger	b2d31ba077415ede2c70f8f6bc2e974a	11/12/2014	Brussels	Digital economy and society	99346002337-55	Hewlett-Packard			
Commissioner Günther Oettinger	8941a3a8df4242f68cb43729ecbaa50f	09/12/2014	Cologne, Germany	Digital economy and society	176334311014-43	Wirtschaftsrat der CDU e.V.			
Commissioner Günther Oettinger	9b5538f07e709d077a919ef25aec1df6	08/12/2014	Frankfurt, Germany	Digtal economy and society	757195013270-80	Industriegewerkschaft Metall			
Commissioner Günther Oettinger	3924948fe01986974b3a2b5119b3f346	08/12/2014	Brussels	Developments EU telecom sector	36682861898-97	Telecom Italia			
Commissioner Günther Oettinger	7a4e5e3444d6d29eaf9c326d675e933a	06/12/2014	Reutlingen, Germany	Digital economy and society	374268815105-09	DIE FAMILIENUNTERNEHMER - ASU (RK Südwürttemberg)			
Commissioner Günther Oettinger	9ef55487fe1e399c43b472ee013c0d57	04/12/2014	Brussels	Digital economy and society	91471238809-21	Mediaset			
Commissioner Günther Oettinger	6ef15e2e7a907aea90a8945b636d699a	04/12/2014	BERL 9	Telecom Single Market/Audiovisual Policy/Copyright/Spectrum Policy	35278583229-25	Mediaset SpA			
Commissioner Günther Oettinger	c4f5c79cf7bf47af5d8e84aba56c68be	04/12/2014	Brussels	Digital Agenda	7749519702-29	Bundesvereinigung der Deutschen Arbeitgeberverbände e.V.			
Commissioner Günther Oettinger	e791e742a38d54afb4628f5feb4fd770	02/12/2014	Brussels	security and benefits of digital economy	16094042309-21	LVMH Publica			
Commissioner Günther Oettinger	904cb70c30ae30cefca05e5c68192e08	02/12/2014	Brussels	courtesy call	61973396926-78	EKD-Büro Brüssel / EKD-Office Brussels			
Commissioner Günther Oettinger	baed935e4038d7400c42240827c5df5a	02/12/2014	Brussels	Digital Society	35124436517-75	Fraunhofer-Gesellschaft			
Commissioner Günther Oettinger	5245f26366b862d12744edbd1dc23c24	02/12/2014	Brussels	presentation of study	36529354479-57	Groupement Européen des Sociétés d'Auteurs et Compositeurs			
Marlene Holzner	326900ee3181bd291ab46e38870a928d	11/02/2015	Brussels	audiovisual media policy	3209361971-85	Zweites Deutsches Fernsehen	Cabinet members of Commissioner Günther Oettinger		
Marlene Holzner	23859025530dfc78a7536f07658b7eda	06/02/2015	Brussels	Media	93288301615-56	European Broadcasting Union / Union Européenne de Radio-télévision AISBL	Cabinet members of Commissioner Günther Oettinger		
Eric Mamer	85e37243540e24dce08381ad824bdf55	06/02/2015	Brussels	e-commerce	867433111414-11	Ecommerce Europe	Cabinet members of Commissioner Günther Oettinger		
Markus Schulte	938cabb8f05dfb9b8aac52b4ddd5fbd6	05/02/2015	Brussels	Telecoms Single Market	76704342721-41	Orange	Cabinet members of Commissioner Günther Oettinger		
Eric Mamer	525a158a1953c7c8321fce8bd08525a2	05/02/2015	Brussels	copyright	209240014691-81	the International Association for Measurement and Evaluation of Communication	Cabinet members of Commissioner Günther Oettinger		
Eric Mamer	a495c28f0ab7ea4991777bba7900d878	04/02/2015	Brussels	Digital Single Market	54437813115-56	European Association of Internet Services Providers	Cabinet members of Commissioner Günther Oettinger		
Marlene Holzner	718beb8ada3fe444e73903d07abdec1c	04/02/2015	Brussels	Digital agenda	27762251795-15	Confederazione Generale dell'Industria Italiana	Cabinet members of Commissioner Günther Oettinger		
Bodo Lehmann	050eaeeebacce4b70fb40a355fdc0098	04/02/2015	Bruxelles	Industry Policy	5958991861-30	EVONIK INDUSTRIES AG	Cabinet members of Commissioner Günther Oettinger		
Markus Schulte	fd1b165fc05bb1bcc75572b19a5d8d84	04/02/2015	Brussels	Telecoms Single Market	54437813115-56	European Association of Internet Services Providers	Cabinet members of Commissioner Günther Oettinger		
