ID,Name,Link_image,Country,Political_group,Party,Institution,Previous_position,New_position,category_pie,category_bar,brussel_lobbying,Link_profile,Link_source,group2,Description,Paid_unpaid,Answers,Certified,Date of Commission authorisation,Based on advice from Ad hoc Ethical Committee?,Link to authorisation in College of Commissioners' minutes,"Link to Commission authorisation documents, released under freedom of information rules. Click on the links to read the documents",Link Transparency register
1183,Dagmar ROTH-BEHRENDT,,Germany,S&D,Social Democratic Party,European Parliament,MEP,Special advisor to Commission ANDRIUKAITIS (DG SANTE) ,Elected office & public sector,Public authorities,no,,http://ec.europa.eu/civil_service/about/who/sa_en.htm,SPD,,,,Raphael,,,,,
96946,Daniël van der STOEP,,Netherlands,NI,Party for Freedom ,European Parliament,MEP,Was sentenced to prison for 5 month. Current occupation unknown  ,Unknown,Unknown,Unknown,,https://nl.wikipedia.org/wiki/Dani%C3%ABl_van_der_Stoep,PVV,Was sentenced to prison in December 2015. Should no longer be in prison ,,,Raphael,,,,,
107977,Dimitrios DROUTSAS,,Greece,S&D,Panhellenic Socialist movement,European Parliament,MEP,No information available,Unknown,Unknown,Unknown,,,PASOK,Check TI-GR ? Strange that this guy is up to nothing ,,,Raphael,,,,,
96827,Birgit SCHNIEBER-JASTRAM,,Germany,EPP,Christian Democratic Union,European Parliament,MEP,Retired,Others,Retired,no,,,CDU,,,,TI-DE,,,,,
1933,Elisabeth SCHROEDTER,,Germany,Greens/EFA,Alliance '90/The Greens,European Parliament,MEP,Retired,Others,Retired,no,,,,,,,TI-DE,,,,,
96731,Werner SCHULZ,,Germany,Greens/EFA,Alliance '90/The Greens,European Parliament,MEP,Member of the board of trustees of the Peaceful revolution foundation:,"Non-governmental organisations, platforms and networks and similar",NGOs,no,,http://www.stiftung-fr.de/Spenden-Zustiftung.9.0.html,,,,,Raphael,,,,,
4293,Gabriele STAUNER,,Germany,EPP,Christian Social Union,European Parliament,MEP,Lecturer at the Munich College of politics. Member of the board of Trustees of the University of Budapest.,"Think tanks, research and academic institutions",Academic,no,,http://www.csu-europagruppe.de/seiten/stauner.htm,CSU,,,,Raphael,,,,,
96874,Alexandra THEIN,,Germany,ALDE,Free Democratic Party,European Parliament,MEP,Lawyer and Notary. Resigned from the executive board of the FDP in 2015,Private sector,Law firms,no,,https://www.linkedin.com/in/alexandra-thein-5649b921,,,,,TI-DE,,,,,
28221,Thomas ULMER,,Germany,EPP,Christian Democratic Union,European Parliament,MEP,Doctor,Private sector,Self-employed,no,,https://de.wikipedia.org/wiki/Thomas_Ulmer,,,,,TI-DE,,,,,
111017,Dolores GARCÍA-HIERRO CARABALLO,,Spain,S&D,Socialist Workers' Party,European Parliament,MEP,No information available,Unknown,Unknown,Unknown,,https://www.facebook.com/garciahierrocaraballo/about?section=education&pnref=about,PSOE,Confirmed,,,Raphael,,,,,
28227,Anja WEISGERBER,,Germany,EPP,Christian Social Union,European Parliament,MEP,Elected official in the Bundestag. Lawyer in the firm GSK Stockman ,Elected office & public sector,Elected office,no,,http://www.gsk.de/en/person/anja.weisgerber/,,,,,TI-DE,,,,,
96741,Sabine WILS,,Germany,GUE/NGL,The Left,European Parliament,MEP,"Spokesperson for Die Linke, Hamburg",Elected office & public sector,Political parties,no,,https://www.die-linke.de/partei/organe/parteivorstand/parteivorstaende-archiv/parteivorstand-2012-2014/mitglieder/wils-sabine/,,,,,TI-DE,,,,,
99419,Charalampos ANGOsURAKIS,,Greece,GUE/NGL,Communist Party of Greece,European Parliament,MEP,Died in 2014,Others,Deceased,no,,https://en.wikipedia.org/wiki/Babis_ANGOsurakis,KKE,,,,Raphael,,,,,
97009,Kriton ARSENIS,,Greece,S&D,Panhellenic Socialist movement,European Parliament,MEP,Founder of Road Free initiative (forest protection),"Non-governmental organisations, platforms and networks and similar",NGOs,no,,http://roadfree.org/,PASOK,,,,Raphael,,,,,
111823,Nikos CHRYSOGELOS,,Greece,Greens/EFA,Ecologist Greencs,European Parliament,MEP,Head of Winds of Renewal social entreprise active in Greece,"Non-governmental organisations, platforms and networks and similar",NGOs,no,,http://www.annalindhfoundation.org/members/anemos-ananeosis-wind-renewal,,Mostly implementing projects for refugees in Greece,,,Raphael,,,,,
99325,Spyros DANELLIS,,Greece,S&D,Panhellenic Socialist movement,European Parliament,MEP,"Elected to Greek Parliament in 2015 under the ""To Potami"" list",Elected office & public sector,Elected office,no,,https://goo.gl/XHTkic,PASOK,,,,Raphael,,,,,
4541,Elizabeth LYNNE,,United Kingdom,ALDE,Liberal Democrats,European Parliament,MEP,No information available,Unknown,Unknown,Unknown,,,LibDems,Confirm,,,Raphael,,,,,
1431,Marietta GIANNAKOU,,Greece,EPP,Panhellenic Socialist movement,European Parliament,MEP,Had a heart attack on may 2016 for the second time. Most likely retired (not elected in office,Others,Retired,no,,https://goo.gl/xwmgRk,PASOK,,,,Raphael,,,,,
4348,Emilio MENÉNDEZ del VALLE,,Spain,S&D,Socialist Workers' Party,European Parliament,MEP,Uknown ,Unknown,Unknown,Unknown,,,PSOE,Confirmed,,,Raphael,,,,,
28253,Eva LICHTENBERGER,,Austria,Greens/EFA,The Greens–The Green Alternative,European Parliament,MEP,unknown,Unknown,Unknown,Unknown,,https://www.linkedin.com/in/lichtenberger-eva-ba9443a0,,Currently discovering new horizons according to her linked profile. ,,,TI-AT,,,,,
97011,Georgios KOUMOUTSAKOS,,Greece,EPP,New Democracy ,European Parliament,MEP,Spokesman / Member of Hellenic Parliament,Elected office & public sector,Elected office,no,,https://www.linkedin.com/in/georgios-koumoutsakos-40689167,ND,,,,Raphael,,,,,
4482,Rodi KRATSA-TSAGAROPOULOU,,Greece,EPP,New Democracy,European Parliament,MEP,President of the Konstantinos Karamanlis Institute for Democracy,"Think tanks, research and academic institutions",Think tanks,no,,https://www.linkedin.com/in/rodikratsa,ND,,,,Raphael ,,,,,
28576,Stavros LAMBRINIDIS,,Greece,S&D,Socialist Movement,European Parliament,MEP,EU Special Representative for Human Rights at European External Action Service,Elected office & public sector,Public authorities,no,,https://eeas.europa.eu/headquarters/headquarters-homepage/3606/eu-special-representatives_en,,,,,Raphael,,,,,
28583,Athanasios PAFILIS,,Greece,GUE/NGL,Communist Party,European Parliament,MEP,Member of the Greek Parliament ,Elected office & public sector,Elected office,no,,http://www.hellenicparliament.gr/en/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=f93525ad-fdc4-444c-a286-79b8c6724558,,,,,Raphael,,,,,
97007,Chrysoula PALIADELI,,Greece,S&D,Socialist Movement,European Parliament,MEP,"
Archaeology Professor, Thessaloniki's Aristotle University
","Think tanks, research and academic institutions",Academic,no,,http://www.global-politics.org/about-us/advisory-board/index.html,,,,,Raphael,,,,,
97006,Giorgos PAPAKONSTANTINOU,,Greece,S&D,Socialist Movement,European Parliament,MEP,Owner and Chairman of GSP-Advisory ,Private Sector,Consultancies,no,,https://www.linkedin.com/in/george-papaconstantinou-52039b72,,For whom?,,"Assisting private firms, non-profit organizations and think tanks on political and economic issues. No official websitem, info retrieved from Linkedin. ",Raphael,,,,,
96900,Georgios PAPANIKOLAOU,,Greece,EPP,New Democracy,European Parliament,MEP,Mayor of Glyfada (suburb of Athens) ,Elected office & public sector,Elected office,no,,https://goo.gl/UDlSED,ND,,,,Raphael,,,,,
28572,Georgios PAPASTAMKOS,,Greece,EPP,New Democracy,European Parliament,MEP,Suffered a serious stroke while MEP. Most likely retired,Others,Retired,no,,https://goo.gl/46Majm,ND,,,,Raphael,,,,,
97010,Athanasios PLEVRIS,,Greece,EFDD,Popular Orthodox Rally,European Parliament,MEP,Municpal Councillor of the city of Athens ,Elected office & public sector,Elected office,no,,http://www.thanos-plevris.gr/?q=node/5,,,,,Raphael,,,,,
39317,Anni PODIMATA,,Greece,S&D,Socialist Movement,European Parliament,MEP,"Journalist,  Consultancies on Communication and EU Affairs/Energy Intensive Industry",Private Sector,Consultancies,yes ,,https://www.linkedin.com/in/anni-podimata-3b151196,,No website and no name of the Consultancies in question ,,Secretive ,Raphael,,,,,
96658,Konstantinos POUPAKIS,,Greece,EPP,New Democracy,European Parliament,MEP,Works at the Hellenic Parliament TV ,Private Sector,Media,no,,https://www.linkedin.com/in/konstantinos-poupakis-5aa0bb55,,,,,Raphael,,,,,
34231,Evgeni KIRILOV,,Bulgaria,S&D,Coalition for Bulgaria,European Parliament,MEP,No information available,Unknown,Unknown,Unknown,,,,,,,TI-BG,,,,,
99416,Nikolaos SALAVRAKOS,,Greece,EFDD,popular Orthodox Rally,European Parliament,MEP,Born in 1946. Probably retired ,Others,Retired,no,,https://goo.gl/LxDw9o,LAOS,,,,Raphael,,,,,
97018,Theodoros SKYLAKAKIS,,Greece,ALDE,Democratic Alliance,European Parliament,MEP,President of Drassi,Elected office & public sector,Political parties,no,,https://goo.gl/5hLNlu,,,,,Raphael ,,,,,
97008,Georgios STAVRAKAKIS,,Greece,S&D,Socialist Movement,European Parliament,MEP,died in February 2015,Others,Deceased,no,,https://goo.gl/ffrKRM,,,,,Raphael,,,,,
28280,Filip KACZMAREK,,Poland,EPP,Civic Platform,European Parliament,MEP,No information available,Unknown,Unknown,Unknown,,,PO,Confirm,,,Raphael,,,,,
96909,Michail TREMOPOULOS,,Greece,Greens/EFA,Ecologist Greens,European Parliament,MEP," lawyer, journalist, environmentalist and politician. Co-President of Antigone ","Non-governmental organisations, platforms and networks and similar",NGOs,no,,http://www.antigone.gr/en/staff/,,,,,Raphael,,,,,
96898,Ioannis A. TSOUKALAS,,Greece,EPP,New Democracy,European Parliament,MEP,Professor at the Aristotle University of Thessanloniki,"Think tanks, research and academic institutions",Academic,no,,https://goo.gl/wk2XiP,,,,,Raphael ,,,,,
96660,Niki TZAVELA,,Greece,EFDD,Popular Orthodox Rally,European Parliament,MEP,"board of directors of the Arab International Women's Forum, member of the Parliamentarians Network for conflict prevention","Non-governmental organisations, platforms and networks and similar",NGOs,no,,http://www.aiwfonline.com/AboutUs/BoardOfDirectors.aspx,,,,,Raphael ,,,,,
96659,János ÁDER,,Hungary,EPP,Fidesz–Hungarian Civic Union,European Parliament,MEP,President of Hungary,Elected office & public sector,Elected office,no,,http://www.keh.hu/president_janos_ader/1582-Curriculum_vitae_of_Janos_Ader,,,,,TI-CY,,,,,
23813,Zoltán BAGÓ,,Hungary,NI,Jobbik–The Movement for a Better Hungary,European Parliament,MEP,"Lawyer, honorary associate professor (Szent István University)
",Private Sector,Law firms,no,,,,,,,TI-HU,,,,,
113883,Erik BÁNKI,,Hungary,PPE,Fidesz-MPP,European Parliament,MEP,Member of National Assembly in Hungary,Elected office & public sector,Elected office,no,,,,,,,TI-HU,,,,,
96878,Lajos BOKROS,,Hungary,ECR,Democratic Forum,European Parliament,MEP,"teacher at the Central European University Leader of the Movement for a Modern Hungary, economist.","Think tanks, research and academic institutions",Academic,no,,https://people.ceu.edu/lajos_bokros,,,,,TI-HU,,,,,
28145,Béla GLATTFELDER,,Hungary,EPP,Fidesz–Hungarian Civic Union,European Parliament,MEP,CEO national hungarian railway company ,Elected office & public sector,Public authorities,no,,,,,,,TI-HU,,,,,
96832,Kinga GÖNCZ,,Hungary,S&D,Socialist Party,European Parliament,MEP,Chair of Roma Advisory Board at Open Society Foundations. Member of the UN High-Level panel on access to medicines,"Non-governmental organisations, platforms and networks and similar",NGOs,no,,https://en.wikipedia.org/wiki/Kinga_G%C3%B6ncz,,,,,TI-HU,,,,,
23805,Zita GURMAI,,Hungary,S&D,Socialist Party,European Parliament,MEP,"Special advisor to the Commission on gender balance. Board Member of European Union Women Caucus, Vice-President of the Foundation for European Progressive Studies ",Elected office & public sector,Political parties,no,,http://ec.europa.eu/civil_service/about/who/sa_en.htm,,Special advisor to the EC...,,,Raphael,,,,,
96830,Eniko GYORI,,Hungary,EPP,Fidesz–Hungarian Civic Union,European Parliament,MEP,Ambassador of Hungary to Spain,Elected office & public sector,Public authorities,no,,http://www.mfa.gov.hu/kulkepviselet/ES/es/es_munkatarsak/,,,,,TI-HU,,,,,
96707,Ágnes HANKISS,,Hungary,EPP,Fidesz–Hungarian Civic Union,European Parliament,MEP,Director of the Hamvas Institute of Cultural and Security studies  ,"Think tanks, research and academic institutions",Academic,no,,http://www.hamvasintezet.hu/en/,,Not sure about this one,,Pb: No website on this instute.  Publishes books apparently --> Would suggest research or academic,TI-HU,,,,,
28155,Edit HERCZOG,,Hungary,S&D,Socialist Party,European Parliament,MEP,"Founder, owner and managing director of Vision & Values SPRL",Private Sector,Consultancies,yes ,https://www.linkedin.com/in/editherczog,http://europe.rd-alliance.org/weaving-internet-of-data-high-level-policy-meeting-speaker-profiles,,Vision and Values is a brussels-based consultancies with large multinational companies as their clients as well institutional clients. Clear CoI here..,,,TI-HU ,,,,,
124586,Balázs HIDVÉGHI,,Hungary,EPP,Fidesz-MPP,European Parliament,MEP,Spokesman for the Hungarian National Bank. Deputy Director for Strategy of Fidesz-Hungarian Civic Union.,Elected office & public sector,Public authorities,no,,https://en.wikipedia.org/wiki/Bal%C3%A1zs_Hidv%C3%A9ghi,,,,,Raphael,,,,,
96994,Fiorello PROVERA,,Italy,EFDD,Northern League,European Parliament,MEP,No longer elected. Current occupation unknown,Unknown,Unknown,Unknown,,,,,,,Raphael,,,,,
23819,Csaba ORY,,Hungary,EPP,Fidesz–Hungarian Civic Union,European Parliament,MEP,Ambassador to Vietnam,Elected office & public sector,Public authorities,no,,http://hanoi.kormany.hu/nagykoveti-koszonto,,According to TI-HU: Ambassador in Vietnam but official website of the embassy states anOthers person,,,Raphael,,,,,
28133,Pál SCHMITT,,Hungary,EPP,Fidesz–Hungarian Civic Union,European Parliament,MEP,Honorary president of the Hungarian Olympic Committee. Resigned as President of Hungary.,Elected office & public sector,Public authorities,no,,https://en.wikipedia.org/wiki/P%C3%A1l_Schmitt,,,,,TI-HU,,,,,
23820,László SURJÁN,,Hungary,EPP,Fidesz–Hungarian Civic Union,European Parliament,MEP,Retired,Others,Retired,no,,,,,,,TI-HU,,,,,
116823,Francesca BARRACCIU,,Italy,S&D,Democratic Party,European Parliament,MEP,Was prosecuted for misuse of public funds (in Italy) and had to resign from her function as Undersecretary for Cultural Heritage,Unknown,Unknown,Unknown,,https://it.wikipedia.org/wiki/Francesca_Barracciu,,Could not find proof of imrpisonment ,,,Raphael,,,,,
997,Francesco Enrico SPERONI,,Italy,EFDD,Northern League,European Parliament,MEP,Uknown ,Unknown,Unknown,Unknown,,https://it.wikipedia.org/wiki/Francesco_Speroni,,No longer a MP,,,Raphael,,,,,
28114,Liam AYLWARD,,Ireland,ALDE,Fianna Fáil,European Parliament,MEP,Retired ,Others,Retired,no,,http://www.kilkennypeople.ie/news/kilkenny-news/63247/Liam-Aylward-to-retire-undefeated-.html,,Check. potential?,,Wrong --> Is not director of a construction company..,Raphael,,,,,
112071,Emer COSTELLO,,Ireland,S&D,Labour Party,European Parliament,MEP,EU and Public policy advisers at Intelligence in Science (ISC),Private Sector,Consultancies,yes ,,https://goo.gl/d0nntN,,,,,Raphael,,,,,
1289,Proinsias DE ROSSA,,Ireland,S&D,Labour Party,European Parliament,MEP,Chair of TASC (Think Tank for Action on Social Change),"Think tanks, research and academic institutions",Academic,no,,http://www.tasc.ie/about/board.html,,Think tank ,,,Raphael,,,,,
2125,Pat the Cope GALLAGHER,,Ireland,ALDE,Fianna Fáil,European Parliament,MEP,Member of the lower house of the Irish Parliament ,Elected office & public sector,Elected office,no,,https://goo.gl/NxZlc4,,,,,Raphael,,,,,
118999,Franco FRIGO,,Italy,S&D,Democratic Party,European Parliament,MEP,Owner of Studio Frigo. Current occupation unknown ,Unknown,Unknown,Unknown,,https://it.wikipedia.org/wiki/Franco_Frigo,,,,,Raphael,,,,,
96669,Joe HIGGINS,,Ireland,GUE/NGL,Socialist Party,European Parliament,MEP,Retired from public life ,Others,Retired,no,,https://www.linkedin.com/in/jim-higgins-mep-88011067,,Stood down from Parliament in february 2016,,,Raphael,,,,,
96667,Alan KELLY,,Ireland,S&D,Labour Party,European Parliament,MEP,He is a Teachta Dála (TD) for Tipperary,Elected office & public sector,Elected office,no,,https://goo.gl/vTvikd,,,,,Raphael,,,,,
28112,Gay MITCHELL,,Ireland,EPP,Fine Gael,European Parliament,MEP,Part of the Epilepsy Europe Alliance Task force,"Non-governmental organisations, platforms and networks and similar",NGOs,yes ,,https://www.epilepsyallianceeurope.org/epilepsy-alliance-europe-task-force/,,NGOs but clearly their concerns lobbying EU institutions ,,,Raphael,,,,,
